 6, False, 0.2796025 , 2
 5, False, 0.2838853 , 2
 4, False, 0.2763527 , 2
 3, False, 0.2575034 , 2
 2, False, 0.2607089 , 2
 1, False, 0.2560209 , 2
 0, False, 0.2511942 , 2
 1, True, 0.2622631 , 2
 2, True, 0.3034821 , 2
 3, True, 0.2847929 , 2
 4, True, 0.263007 , 2
 5, True, 0.2836407 , 2
 6, True, 0.2916966 , 2
 7, True, 0.2736039 , 2
 8, True, 0.2632271 , 2
 9, True, 0.2836241 , 2
 10, True, 0.3270757 , 2
 11, True, 0.2919152 , 2
 12, True, 0.2767249 , 2
 13, True, 0.278796 , 2
 14, True, 0.2664934 , 2
 15, True, 0.2622216 , 2
 16, True, 0.2698908 , 2
 17, True, 0.2644307 , 2
 18, True, 0.2534505 , 2
 19, True, 0.2439087 , 2
 20, True, 0.2452907 , 2
 21, True, 0.247186 , 2
 22, True, 0.2581561 , 2
 23, True, 0.2481247 , 2
 24, True, 0.2434483 , 2
 25, True, 0.2347197 , 2
 26, True, 0.2205453 , 2
 27, True, 0.2201815 , 2
 28, True, 0.2256373 , 2
 29, True, 0.236437 , 2
 30, True, 0.2166349 , 2
 31, True, 0.218457 , 2
 32, True, 0.2196185 , 2
 33, True, 0.2109522 , 2
 34, True, 0.2111512 , 2
 35, True, 0.1968628 , 2
 36, True, 0.1943959 , 2
 37, True, 0.1986201 , 2
 38, True, 0.2118978 , 2
 39, True, 0.1849866 , 2
 40, True, 0.2671281 , 2
 39, False, 0.4358549 , 2
